Card Name,Card Code,Copies Possessed (out of 3),Promo Obtain Source (if PR in code)
Yukino Bijin [Hometown Cheers],CP01-LD01EN,0,
Narita Taishin [A Bazaar Outing],CP01-LD02EN,0,
Kawakami Princess [Princess Bride],CP01-LD03EN,0,
Yaeno Muteki [Fiery Discipline],CP01-LD04EN,0,
Grass Wonder [Fairest Fleur],CP01-LD05EN,0,
Twin Turbo [Turbo Booooost!],CP01-LD06EN,0,
Manhattan Cafe [My Solo Spun in Spiraling Runs],CP01-LD07EN,0,
Mejiro Palmer [Go Ahead and Laugh],CP01-LD08EN,0,
Gold City,CP01-P01EN,0,
Eat Fast! Yum Fast!,CP01-P02EN,0,
Shinko Windy,CP01-P03EN,0,
Eishin Flash,CP01-P04EN,0,
Systematic Squats,CP01-P05EN,0,
Marvelous Sunday,CP01-P06EN,0,
Yukino Bijin,CP01-P07EN,0,
Ines Fujin,CP01-P08EN,0,
Taiki Shuttle,CP01-P09EN,0,
Haru Urara,CP01-P10EN,0,
Winning Ticket,CP01-P11EN,0,
Outrunning the Encroaching Heat,CP01-P12EN,0,
Air Groove,CP01-P13EN,0,
Hishi Amazon,CP01-P14EN,0,
Trial Initiation,CP01-P15EN,0,
Sirius Symboli,CP01-P16EN,0,
Narita Taishin,CP01-P17EN,0,
Symboli Rudolf,CP01-P18EN,0,
Biko Pegasus,CP01-P19EN,0,
Fuji Kiseki,CP01-P20EN,0,
Vodka,CP01-P21EN,0,
Make! Some! NOISE!,CP01-P22EN,0,
Zenno Rob Roy,CP01-P23EN,0,
Agnes Digital,CP01-P24EN,0,
Lamplit Training of a Witch-to-Be,CP01-P25EN,0,
Admire Vega,CP01-P26EN,0,
Kawakami Princess,CP01-P27EN,0,
Nakayama Festa,CP01-P28EN,0,
Tosen Jordan,CP01-P29EN,0,
Narita Top Road,CP01-P30EN,0,
Seiun Sky,CP01-P31EN,0,
Champion's Passion,CP01-P32EN,0,
King Halo,CP01-P33EN,0,
Tamamo Cross,CP01-P34EN,0,
Flowers for You,CP01-P35EN,0,
Bamboo Memory,CP01-P36EN,0,
Yaeno Muteki,CP01-P37EN,0,
Grass Wonder,CP01-P38EN,0,
Super Creek,CP01-P39EN,0,
Hishi Akebono,CP01-P40EN,0,
Nice Nature,CP01-P41EN,0,
7 More Centimeters,CP01-P42EN,0,
Fine Motion,CP01-P43EN,0,
Mayano Top Gun,CP01-P44EN,0,
My Solo Drawn to Raindrop Drums,CP01-P45EN,0,
Curren Chan,CP01-P46EN,0,
Twin Turbo,CP01-P47EN,0,
Sakura Chiyono O,CP01-P48EN,0,
Seeking the Pearl,CP01-P49EN,0,
Matikanetannhauser,CP01-P50EN,0,
Ikuno Dictus,CP01-P51EN,0,
The Will to Overtake,CP01-P52EN,0,
Meisho Doto,CP01-P53EN,0,
Mejiro Ryan,CP01-P54EN,0,
Fate's Forecast,CP01-P55EN,0,
Inari One,CP01-P56EN,0,
Mejiro Dober,CP01-P57EN,0,
Mejiro Ardan,CP01-P58EN,0,
Mejiro Palmer,CP01-P59EN,0,
T. M. Opera O,CP01-P60EN,0,
Take a Jab!,CP01-P61EN,0,
Aoi Kiryuin [Trainers' Teamwork],CP01-P62EN,0,
Sasami Anshinzawa,CP01-P63EN,0,
Tazuna Hayakawa,CP01-P64EN,0,
Silence Suzuka,CP01-SL01EN,0,
Silence Suzuka,CP01-SL02EN,0,
Smart Falcon,CP01-SL03EN,0,
Tokai Teio,CP01-SL04EN,0,
Tokai Teio,CP01-SL05EN,0,
Narita Brian,CP01-SL06EN,0,
Agnes Tachyon,CP01-SL07EN,0,
Agnes Tachyon,CP01-SL08EN,0,
Daiwa Scarlet,CP01-SL09EN,0,
Special Week,CP01-SL10EN,0,
Special Week,CP01-SL11EN,0,
Oguri Cap,CP01-SL12EN,0,
Maruzensky,CP01-SL13EN,0,
Maruzensky,CP01-SL14EN,0,
Rice Shower,CP01-SL15EN,0,
Mejiro McQueen,CP01-SL16EN,0,
Mejiro McQueen,CP01-SL17EN,0,
Gold Ship,CP01-SL18EN,0,
Riko Kashimoto [Planned Perfection],CP01-SL19EN,0,
Close-Knit Ambitions,CP01-SL20EN,0,
Silence Suzuka,CP01-SP01EN,0,
Silence Suzuka,CP01-SP02EN,0,
Smart Falcon,CP01-SP03EN,0,
Tokai Teio,CP01-SP04EN,0,
Tokai Teio,CP01-SP05EN,0,
Narita Brian,CP01-SP06EN,0,
Agnes Tachyon,CP01-SP07EN,0,
Agnes Tachyon,CP01-SP08EN,0,
Daiwa Scarlet,CP01-SP09EN,0,
Special Week,CP01-SP10EN,0,
Special Week,CP01-SP11EN,0,
Oguri Cap,CP01-SP12EN,0,
Maruzensky,CP01-SP13EN,0,
Maruzensky,CP01-SP14EN,0,
Rice Shower,CP01-SP15EN,0,
Mejiro McQueen,CP01-SP16EN,0,
Mejiro McQueen,CP01-SP17EN,0,
Gold Ship,CP01-SP18EN,0,
Riko Kashimoto [Planned Perfection],CP01-SP19EN,0,
URA Finale Finals (Sprint),CP01-T01EN,0,
URA Finale Finals (Mile),CP01-T02EN,0,
URA Finale Finals (Long),CP01-T03EN,0,
URA Finale Finals (Marathon),CP01-T04EN,0,
URA Finale Finals (Dirt),CP01-T05EN,0,
TS Climax (Sprint),CP01-T06EN,0,
TS Climax (Mile),CP01-T07EN,0,
TS Climax (Long),CP01-T08EN,0,
TS Climax (Marathon),CP01-T09EN,0,
TS Climax (Dirt),CP01-T10EN,0,
Legend Race vs. El Condor Pasa,CP01-T11EN,0,
Legend Race vs. Symboli Rudolf,CP01-T12EN,0,
Legend Race vs. King Halo,CP01-T13EN,0,
Legend Race vs. Taiki Shuttle,CP01-T14EN,0,
Legend Race vs. Sakura Bakushin O,CP01-T15EN,0,
Legend Race vs. Curren Chan,CP01-T16EN,0,
Legend Race vs. Winning Ticket,CP01-T17EN,0,
Legend Race vs. Vodka,CP01-T18EN,0,
Legend Race vs. Tokai Teio,CP01-T19EN,0,
Legend Race vs. Mayano Top Gun,CP01-T20EN,0,
Legend Race vs. Mejiro McQueen,CP01-T21EN,0,
Legend Race vs. T. M. Opera O,CP01-T22EN,0,
Legend Race vs. Super Creek,CP01-T23EN,0,
Legend Race vs. Mejiro Ryan,CP01-T24EN,0,
Legend Race vs. Silence Suzuka,CP01-T25EN,0,
Legend Race vs. Gold Ship,CP01-T26EN,0,
Legend Race vs. Maruzensky,CP01-T27EN,0,
Legend Race vs. Fuji Kiseki,CP01-T28EN,0,
Legend Race vs. Mihono Bourbon,CP01-T29EN,0,
Legend Race vs. Matikanefukukitaru,CP01-T30EN,0,
Legend Race vs. Seiun Sky,CP01-T31EN,0,
Legend Race vs. Biwa Hayahide,CP01-T32EN,0,
Legend Race vs. Air Groove,CP01-T33EN,0,
Legend Race vs. Eishin Flash,CP01-T34EN,0,
Legend Race vs. Agnes Digital,CP01-T35EN,0,
Legend Race vs. Nice Nature,CP01-T36EN,0,
Legend Race vs. Grass Wonder,CP01-T37EN,0,
Legend Race vs. Oguri Cap,CP01-T38EN,0,
Legend Race vs. Hishi Amazon,CP01-T39EN,0,
Legend Race vs. Mejiro Dober,CP01-T40EN,0,
Legend Race vs. Gold City,CP01-T41EN,0,
Legend Race vs. Agnes Tachyon,CP01-T42EN,0,
Legend Race vs. Narita Taishin,CP01-T43EN,0,
Legend Race vs. Narita Brian,CP01-T44EN,0,
Legend Race vs. Mejiro McQueen,CP01-T45EN,0,
Legend Race vs. Rice Shower,CP01-T46EN,0,
Legend Race vs. Mejiro Bright,CP01-T47EN,0,
Legend Race vs. Tamamo Cross,CP01-T48EN,0,
Legend Race vs. Meisho Doto,CP01-T49EN,0,
Aiko Takamori,CP02-001EN,0,
Aiko Takamori,CP02-002EN,0,
Miku Maekawa,CP02-003EN,0,
Yuzu Kitami,CP02-004EN,0,
Yuzu Kitami,CP02-005EN,0,
Anastasia,CP02-006EN,0,
Brand New Beat,CP02-007EN,0,
Shinobu Kudo,CP02-008EN,0,
Yumi Aiba,CP02-009EN,0,
Yumi Aiba,CP02-010EN,0,
Goddess by the Sunlit Sea,CP02-011EN,0,
Honoka Ayase,CP02-012EN,0,
Azuki Momoi,CP02-013EN,0,
Kana Imai,CP02-014EN,0,
Kana Imai,CP02-015EN,0,
Otoha Umeki,CP02-016EN,0,
A Single Vessel,CP02-017EN,0,
Kyoko Igarashi,CP02-018EN,0,
Kyoko Igarashi,CP02-019EN,0,
Nagi Hisakawa,CP02-020EN,0,
Rin Shibuya,CP02-021EN,0,
Mio Honda,CP02-022EN,0,
Uzuki Shimamura,CP02-023EN,0,
Uzuki Shimamura,CP02-024EN,0,
Anzu Futaba,CP02-025EN,0,
Karen Hojo,CP02-026EN,0,
Karen Hojo,CP02-027EN,0,
Sparkling☆Days,CP02-028EN,0,
Nao Kamiya,CP02-029EN,0,
Mayu Sakuma,CP02-030EN,0,
Kirari Moroboshi,CP02-031EN,0,
Miho Kohinata,CP02-032EN,0,
Miho Kohinata,CP02-033EN,0,
Angelic Maid,CP02-034EN,0,
Mizuki Kawashima,CP02-035EN,0,
Shiki Ichinose,CP02-036EN,0,
Shiki Ichinose,CP02-037EN,0,
Syuko Shiomi,CP02-038EN,0,
Kanade Hayami,CP02-039EN,0,
Kanade Hayami,CP02-040EN,0,
Center Street,CP02-041EN,0,
Hina Araki,CP02-042EN,0,
Hina Araki,CP02-043EN,0,
Frederica Miyamoto,CP02-044EN,0,
Precocious Little Devil,CP02-045EN,0,
Sarina Matsumoto,CP02-046EN,0,
Rika Jougasaki,CP02-047EN,0,
Rika Jougasaki,CP02-048EN,0,
Sae Kobayakawa,CP02-049EN,0,
Tomoe Murakami,CP02-050EN,0,
Full Bloom Panorama,CP02-051EN,0,
Akari Tsujino,CP02-052EN,0,
Yui Ohtsuki,CP02-053EN,0,
Yui Ohtsuki,CP02-054EN,0,
Fumika Sagisawa,CP02-055EN,0,
Akira Sunazuka,CP02-056EN,0,
Tsukasa Kiryu,CP02-057EN,0,
Tsukasa Kiryu,CP02-058EN,0,
Arisu Tachibana,CP02-059EN,0,
Yuka Nakano,CP02-060EN,0,
Yuka Nakano,CP02-061EN,0,
Unbound Emotion,CP02-062EN,0,
Tokiko Zaizen,CP02-063EN,0,
Noriko Shiina,CP02-064EN,0,
Yukari Mizumoto,CP02-065EN,0,
Noa Takamine,CP02-066EN,0,
Noa Takamine,CP02-067EN,0,
Mode Estivale,CP02-068EN,0,
Ranko Kanzaki,CP02-069EN,0,
Ranko Kanzaki,CP02-070EN,0,
Sachiko Koshimizu,CP02-071EN,0,
Takumi Mukai,CP02-072EN,0,
Takumi Mukai,CP02-073EN,0,
Chitose Kurosaki,CP02-074EN,0,
Whispers of a Dream,CP02-075EN,0,
Chiyo Shirayuki,CP02-076EN,0,
Aki Yamato,CP02-077EN,0,
Aki Yamato,CP02-078EN,0,
"My Life, My Sounds",CP02-079EN,0,
Ryo Matsunaga,CP02-080EN,0,
Mirei Hayasaka,CP02-081EN,0,
Rina Fujimoto,CP02-082EN,0,
Syoko Hoshi,CP02-083EN,0,
Syoko Hoshi,CP02-084EN,0,
Last Daylight,CP02-085EN,0,
Kaede Takagaki,CP02-086EN,0,
Shin Sato,CP02-087EN,0,
Shin Sato,CP02-088EN,0,
Nana Abe,CP02-089EN,0,
Nana Abe,CP02-090EN,0,
Akane Hino,CP02-091EN,0,
Classroom Lily,CP02-092EN,0,
Risa Matoba,CP02-093EN,0,
Haru Yuuki,CP02-094EN,0,
Haru Yuuki,CP02-095EN,0,
Psychic☆Maiden,CP02-096EN,0,
Natalia,CP02-097EN,0,
Shizuku Oikawa,CP02-098EN,0,
Layla,CP02-099EN,0,
Layla,CP02-100EN,0,
Sanae Katagiri,CP02-101EN,0,
Winter Night Prayer,CP02-102EN,0,
New Generations,CP02-103EN,0,
New Wave,CP02-104EN,0,
Master Trainer,CP02-105EN,0,
Expert Trainer,CP02-106EN,0,
Trainer,CP02-107EN,0,
Rookie Trainer,CP02-108EN,0,
Aiko Takamori [Vow of Love],CP02-LD01EN,0,
Airi Totoki [Private Maid],CP02-LD02EN,0,
Mizuki Kawashima [Ambivalent Act],CP02-LD03EN,0,
Akari Tsujino [Shining Summer Apple],CP02-LD04EN,0,
Asuka Ninomiya [Fragments of an Idol],CP02-LD05EN,0,
Yoshino Yorita [Ocean's Beckoning],CP02-LD06EN,0,
Yuzu Kitami,CP02-P01EN,0,
Yuzu Kitami,CP02-P02EN,0,
Anastasia,CP02-P03EN,0,
Brand New Beat,CP02-P04EN,0,
Shinobu Kudo,CP02-P05EN,0,
Yumi Aiba,CP02-P06EN,0,
Yumi Aiba,CP02-P07EN,0,
Goddess by the Sunlit Sea,CP02-P08EN,0,
Honoka Ayase,CP02-P09EN,0,
Azuki Momoi,CP02-P10EN,0,
Kana Imai,CP02-P11EN,0,
Kana Imai,CP02-P12EN,0,
Otoha Umeki,CP02-P13EN,0,
A Single Vessel,CP02-P14EN,0,
Rin Shibuya,CP02-P15EN,0,
Mio Honda,CP02-P16EN,0,
Uzuki Shimamura,CP02-P17EN,0,
Uzuki Shimamura,CP02-P18EN,0,
Anzu Futaba,CP02-P19EN,0,
Karen Hojo,CP02-P20EN,0,
Karen Hojo,CP02-P21EN,0,
Sparkling☆Days,CP02-P22EN,0,
Nao Kamiya,CP02-P23EN,0,
Mayu Sakuma,CP02-P24EN,0,
Kirari Moroboshi,CP02-P25EN,0,
Miho Kohinata,CP02-P26EN,0,
Miho Kohinata,CP02-P27EN,0,
Angelic Maid,CP02-P28EN,0,
Syuko Shiomi,CP02-P29EN,0,
Kanade Hayami,CP02-P30EN,0,
Kanade Hayami,CP02-P31EN,0,
Center Street,CP02-P32EN,0,
Hina Araki,CP02-P33EN,0,
Hina Araki,CP02-P34EN,0,
Frederica Miyamoto,CP02-P35EN,0,
Precocious Little Devil,CP02-P36EN,0,
Sarina Matsumoto,CP02-P37EN,0,
Rika Jougasaki,CP02-P38EN,0,
Rika Jougasaki,CP02-P39EN,0,
Sae Kobayakawa,CP02-P40EN,0,
Tomoe Murakami,CP02-P41EN,0,
Full Bloom Panorama,CP02-P42EN,0,
Fumika Sagisawa,CP02-P43EN,0,
Akira Sunazuka,CP02-P44EN,0,
Tsukasa Kiryu,CP02-P45EN,0,
Tsukasa Kiryu,CP02-P46EN,0,
Arisu Tachibana,CP02-P47EN,0,
Yuka Nakano,CP02-P48EN,0,
Yuka Nakano,CP02-P49EN,0,
Unbound Emotion,CP02-P50EN,0,
Tokiko Zaizen,CP02-P51EN,0,
Noriko Shiina,CP02-P52EN,0,
Yukari Mizumoto,CP02-P53EN,0,
Noa Takamine,CP02-P54EN,0,
Noa Takamine,CP02-P55EN,0,
Mode Estivale,CP02-P56EN,0,
Takumi Mukai,CP02-P57EN,0,
Takumi Mukai,CP02-P58EN,0,
Chitose Kurosaki,CP02-P59EN,0,
Whispers of a Dream,CP02-P60EN,0,
Chiyo Shirayuki,CP02-P61EN,0,
Aki Yamato,CP02-P62EN,0,
Aki Yamato,CP02-P63EN,0,
"My Life, My Sounds",CP02-P64EN,0,
Ryo Matsunaga,CP02-P65EN,0,
Mirei Hayasaka,CP02-P66EN,0,
Rina Fujimoto,CP02-P67EN,0,
Syoko Hoshi,CP02-P68EN,0,
Syoko Hoshi,CP02-P69EN,0,
Last Daylight,CP02-P70EN,0,
Nana Abe,CP02-P71EN,0,
Nana Abe,CP02-P72EN,0,
Akane Hino,CP02-P73EN,0,
Classroom Lily,CP02-P74EN,0,
Risa Matoba,CP02-P75EN,0,
Haru Yuuki,CP02-P76EN,0,
Haru Yuuki,CP02-P77EN,0,
Psychic☆Maiden,CP02-P78EN,0,
Natalia,CP02-P79EN,0,
Shizuku Oikawa,CP02-P80EN,0,
Layla,CP02-P81EN,0,
Layla,CP02-P82EN,0,
Sanae Katagiri,CP02-P83EN,0,
Winter Night Prayer,CP02-P84EN,0,
Master Trainer,CP02-P85EN,0,
Expert Trainer,CP02-P86EN,0,
Trainer,CP02-P87EN,0,
Rookie Trainer,CP02-P88EN,0,
Aiko Takamori,CP02-SL01EN,0,
Aiko Takamori,CP02-SL02EN,0,
Miku Maekawa,CP02-SL03EN,0,
Kyoko Igarashi,CP02-SL04EN,0,
Kyoko Igarashi,CP02-SL05EN,0,
Nagi Hisakawa,CP02-SL06EN,0,
Mizuki Kawashima,CP02-SL07EN,0,
Shiki Ichinose,CP02-SL08EN,0,
Shiki Ichinose,CP02-SL09EN,0,
Akari Tsujino,CP02-SL10EN,0,
Yui Ohtsuki,CP02-SL11EN,0,
Yui Ohtsuki,CP02-SL12EN,0,
Ranko Kanzaki,CP02-SL13EN,0,
Ranko Kanzaki,CP02-SL14EN,0,
Sachiko Koshimizu,CP02-SL15EN,0,
Kaede Takagaki,CP02-SL16EN,0,
Shin Sato,CP02-SL17EN,0,
Shin Sato,CP02-SL18EN,0,
New Generations,CP02-SL19aEN,0,
New Generations,CP02-SL19bEN,0,
New Generations,CP02-SL19cEN,0,
New Wave,CP02-SL20aEN,0,
New Wave,CP02-SL20bEN,0,
New Wave,CP02-SL20cEN,0,
* (Asterisk),CP02-SP01aEN,0,
* (Asterisk),CP02-SP01bEN,0,
Anastasia,CP02-SP02EN,0,
Kyoko Igarashi,CP02-SP03EN,0,
miroir,CP02-SP04aEN,0,
miroir,CP02-SP04bEN,0,
Shiki Ichinose,CP02-SP05EN,0,
Hagoromo Komachi,CP02-SP06aEN,0,
Hagoromo Komachi,CP02-SP06bEN,0,
Yui Ohtsuki,CP02-SP07EN,0,
BRIGHT:LIGHTS,CP02-SP08aEN,0,
BRIGHT:LIGHTS,CP02-SP08bEN,0,
Fortuna Regina,CP02-SP09aEN,0,
Fortuna Regina,CP02-SP09bEN,0,
Sachiko Koshimizu,CP02-SP10EN,0,
Kaede Takagaki,CP02-SP11EN,0,
SugarSugar☆Mi〜n,CP02-SP12aEN,0,
SugarSugar☆Mi〜n,CP02-SP12bEN,0,
#UNICUS,CP02-SP13EN,0,
Cute Earrings,CP02-T01EN,0,
Cute Pendant,CP02-T02EN,0,
Cute Tiara,CP02-T03EN,0,
Cool Earrings,CP02-T04EN,0,
Cool Pendant,CP02-T05EN,0,
Cool Tiara,CP02-T06EN,0,
Passion Earrings,CP02-T07EN,0,
Passion Pendant,CP02-T08EN,0,
Passion Tiara,CP02-T09EN,0,
* (Asterisk),CP02-U01aEN,0,
* (Asterisk),CP02-U01bEN,0,
Anastasia,CP02-U02EN,0,
Kyoko Igarashi,CP02-U03EN,0,
miroir,CP02-U04aEN,0,
miroir,CP02-U04bEN,0,
Shiki Ichinose,CP02-U05EN,0,
Hagoromo Komachi,CP02-U06aEN,0,
Hagoromo Komachi,CP02-U06bEN,0,
Yui Ohtsuki,CP02-U07EN,0,
BRIGHT:LIGHTS,CP02-U08aEN,0,
BRIGHT:LIGHTS,CP02-U08bEN,0,
Fortuna Regina,CP02-U09aEN,0,
Fortuna Regina,CP02-U09bEN,0,
Sachiko Koshimizu,CP02-U10EN,0,
Kaede Takagaki,CP02-U11EN,0,
SugarSugar☆Mi〜n,CP02-U12aEN,0,
SugarSugar☆Mi〜n,CP02-U12bEN,0,
#UNICUS,CP02-U13aEN,0,
#UNICUS,CP02-U13bEN,0,
#UNICUS,CP02-U13cEN,0,
"Blue Storm Dragon, Maelstrom",CP03-001EN,0,
"Blue Storm Supreme Dragon, Glory Maelstrom",CP03-002EN,0,
"Storm Rider, Diamantes",CP03-003EN,0,
"Storm Rider, Basil",CP03-004EN,0,
"Marine General of the Restless Tides, Algos",CP03-005EN,0,
Navalgazer Dragon,CP03-006EN,0,
Hydro Hurricane Dragon,CP03-007EN,0,
"Water General of Wave-Like Spirals, Benedict",CP03-008EN,0,
"Tear Knight, Valeria",CP03-009EN,0,
"Tear Knight, Lazarus",CP03-010EN,0,
"Tear Knight, Theo",CP03-011EN,0,
Light Signals Penguin Soldier,CP03-012EN,0,
"Tear Knight, Cyprus",CP03-013EN,0,
"Emerald Shield, Paschal",CP03-014EN,0,
Battleship Intelligence,CP03-015EN,0,
Pyroxene Communications Sea Otter Soldier,CP03-016EN,0,
Dolphin Soldier of High Speed Raids,CP03-017EN,0,
Medical Officer of the Rainbow Elixir,CP03-018EN,0,
Coral Assault,CP03-019EN,0,
"Battle Siren, Cynthia",CP03-020EN,0,
"Officer Cadet, Erikk",CP03-021EN,0,
Majesty Lord Blaster,CP03-022EN,0,
"Swordsman of the Explosive Flames, Palamedes",CP03-023EN,0,
Star Call Trumpeter,CP03-024EN,0,
"High Dog Breeder, Akane",CP03-025EN,0,
Soul Saver Dragon,CP03-026EN,0,
"Knight of Loyalty, Bedivere",CP03-027EN,0,
"Solitary Knight, Gancelot",CP03-028EN,0,
"Knight of Friendship, Kay",CP03-029EN,0,
Barcgal,CP03-030EN,0,
Miru Biru,CP03-031EN,0,
Young Pegasus Knight,CP03-032EN,0,
Toypugal,CP03-033EN,0,
Pongal,CP03-034EN,0,
"Future Knight, Llew",CP03-035EN,0,
Margal,CP03-036EN,0,
Flogal,CP03-037EN,0,
"Yggdrasil Maiden, Elaine",CP03-038EN,0,
Starlight Unicorn,CP03-039EN,0,
"Knight of Truth, Gordon",CP03-040EN,0,
Wingal Brave,CP03-041EN,0,
"Silver Thorn Dragon Tamer, Luquier",CP03-042EN,0,
"Nightmare Doll, Alice",CP03-043EN,0,
"Nightmare Doll, Alice",CP03-044EN,0,
Purple Trapezist,CP03-045EN,0,
Crimson Beast Tamer,CP03-046EN,0,
Barking Manticore,CP03-047EN,0,
Mistress Hurricane,CP03-048EN,0,
Golden Beast Tamer,CP03-049EN,0,
"Starlight Melody Tamer, Farah",CP03-050EN,0,
Turquoise Beast Tamer,CP03-051EN,0,
Dark Metal Bicorn,CP03-052EN,0,
Nitro Juggler,CP03-053EN,0,
Midnight Bunny,CP03-054EN,0,
Hades Hypnotist,CP03-055EN,0,
Dynamite Juggler,CP03-056EN,0,
Rainbow Magician,CP03-057EN,0,
Skyhigh Walker,CP03-058EN,0,
Candy Clown,CP03-059EN,0,
Jumping Jill,CP03-060EN,0,
Skull Juggler,CP03-061EN,0,
Girl Who Crossed the Gap,CP03-062EN,0,
Dragonic Overlord the End,CP03-063EN,0,
"Seal Dragon, Blockade",CP03-064EN,0,
Burning Horn Dragon,CP03-065EN,0,
Blazing Core Dragon,CP03-066EN,0,
Blazing Flare Dragon,CP03-067EN,0,
Dragonic Executioner,CP03-068EN,0,
Vortex Dragon,CP03-069EN,0,
"Flame of Promise, Aermo",CP03-070EN,0,
Bellicosity Dragon,CP03-071EN,0,
"Prowling Dragon, Striken",CP03-072EN,0,
"Dragon Monk, Gojo",CP03-073EN,0,
"Demonic Dragon Berserker, Yaksha",CP03-074EN,0,
"Demonic Dragon Mage, Kimnara",CP03-075EN,0,
"Embodiment of Spear, Tahr",CP03-076EN,0,
Gattling Claw Dragon,CP03-077EN,0,
"Lizard Soldier, Ganlu",CP03-078EN,0,
"Dragon Monk, Genjo",CP03-079EN,0,
Iron Tail Dragon,CP03-080EN,0,
"Flame of Hope, Aermo",CP03-081EN,0,
"Lizard Soldier, Conroe",CP03-082EN,0,
Phantom Blaster Overlord,CP03-083EN,0,
Phantom Blaster Dragon,CP03-084EN,0,
Phantom Blaster Dragon,CP03-085EN,0,
Blaster Dark,CP03-086EN,0,
Blaster Dark,CP03-087EN,0,
"Skull Witch, Nemain",CP03-088EN,0,
"Knight of Nullity, Masquerade",CP03-089EN,0,
"Darkness Maiden, Macha",CP03-090EN,0,
Cursed Lancer,CP03-091EN,0,
"Knight of Darkness, Rugos",CP03-092EN,0,
"Black Sage, Charon",CP03-093EN,0,
Doranbau,CP03-094EN,0,
Blaster Javelin,CP03-095EN,0,
"Dark Shield, Mac Lir",CP03-096EN,0,
Grim Reaper,CP03-097EN,0,
Abyss Freezer,CP03-098EN,0,
Darkside Trumpeter,CP03-099EN,0,
Abyss Healer,CP03-100EN,0,
"Witch of Nostrum, Arianrhod",CP03-101EN,0,
Gururubau,CP03-102EN,0,
Fullbau,CP03-103EN,0,
"Goddess of the Full Moon, Tsukuyomi",CP03-104EN,0,
"Goddess of the Half Moon, Tsukuyomi",CP03-105EN,0,
CEO Amaterasu,CP03-106EN,0,
CEO Amaterasu,CP03-107EN,0,
Silent Tom,CP03-108EN,0,
Silent Tom,CP03-109EN,0,
"Evil-Eye Princess, Euryale",CP03-110EN,0,
Maiden of Libra,CP03-111EN,0,
"Battle Sister, Cocoa",CP03-112EN,0,
"Oracle Guardian, Wiseman",CP03-113EN,0,
White Hare of Inaba,CP03-114EN,0,
"Goddess of the Crescent Moon, Tsukuyomi",CP03-115EN,0,
Dark Cat,CP03-116EN,0,
"Battle Sister, Chocolat",CP03-117EN,0,
"Oracle Guardian, Nike",CP03-118EN,0,
Dream Eater,CP03-119EN,0,
Emergency Alarmer,CP03-120EN,0,
Lozenge Magus,CP03-121EN,0,
"Battle Maiden, Tagitsuhime",CP03-122EN,0,
Luck Bird,CP03-123EN,0,
"Godhawk, Ichibyoshi",CP03-124EN,0,
Powers Converged,CP03-125EN,0,
Powers Converged,CP03-126EN,0,
Drive Point,CP03-127EN,0,
Leon Soryu [Wind of Justice],CP03-LD01EN,0,
Aichi Sendou [Guiding Hand of Bonds],CP03-LD02EN,0,
Asaka Narumi [On to the Fascinating Stage],CP03-LD03EN,0,
Toshiki Kai [Solitary Flame],CP03-LD04EN,0,
Ren Suzugamori [The Dark Dictator],CP03-LD05EN,0,
Misaki Tokura [Beyond Memories],CP03-LD06EN,0,
Leon Soryu,CP03-LD07EN,0,
Aichi Sendou,CP03-LD08EN,0,
Asaka Narumi,CP03-LD09EN,0,
Toshiki Kai,CP03-LD10EN,0,
Ren Suzugamori,CP03-LD11EN,0,
Misaki Tokura,CP03-LD12EN,0,
"Marine General of the Restless Tides, Algos",CP03-P01EN,0,
Navalgazer Dragon,CP03-P02EN,0,
Hydro Hurricane Dragon,CP03-P03EN,0,
"Water General of Wave-Like Spirals, Benedict",CP03-P04EN,0,
"Tear Knight, Valeria",CP03-P05EN,0,
"Tear Knight, Lazarus",CP03-P06EN,0,
Light Signals Penguin Soldier,CP03-P07EN,0,
"Emerald Shield, Paschal",CP03-P08EN,0,
Battleship Intelligence,CP03-P09EN,0,
Pyroxene Communications Sea Otter Soldier,CP03-P10EN,0,
Dolphin Soldier of High Speed Raids,CP03-P11EN,0,
Medical Officer of the Rainbow Elixir,CP03-P12EN,0,
Coral Assault,CP03-P13EN,0,
"Battle Siren, Cynthia",CP03-P14EN,0,
"High Dog Breeder, Akane",CP03-P15EN,0,
Soul Saver Dragon,CP03-P16EN,0,
"Knight of Loyalty, Bedivere",CP03-P17EN,0,
"Knight of Friendship, Kay",CP03-P18EN,0,
Miru Biru,CP03-P19EN,0,
Young Pegasus Knight,CP03-P20EN,0,
Toypugal,CP03-P21EN,0,
Pongal,CP03-P22EN,0,
"Future Knight, Llew",CP03-P23EN,0,
Margal,CP03-P24EN,0,
Flogal,CP03-P25EN,0,
"Yggdrasil Maiden, Elaine",CP03-P26EN,0,
Starlight Unicorn,CP03-P27EN,0,
"Knight of Truth, Gordon",CP03-P28EN,0,
Crimson Beast Tamer,CP03-P29EN,0,
Barking Manticore,CP03-P30EN,0,
Mistress Hurricane,CP03-P31EN,0,
Golden Beast Tamer,CP03-P32EN,0,
"Starlight Melody Tamer, Farah",CP03-P33EN,0,
Turquoise Beast Tamer,CP03-P34EN,0,
Dark Metal Bicorn,CP03-P35EN,0,
Nitro Juggler,CP03-P36EN,0,
Midnight Bunny,CP03-P37EN,0,
Hades Hypnotist,CP03-P38EN,0,
Dynamite Juggler,CP03-P39EN,0,
Rainbow Magician,CP03-P40EN,0,
Skyhigh Walker,CP03-P41EN,0,
Candy Clown,CP03-P42EN,0,
